created_at;due_date;id;paid_at;payment_number;rent_amount;rent_request_id;roi_amount;status;supporter_id
2026-02-23 06:53:48.098902+00;2026-02-17 13:03:05.508+00;54525644-4253-4af4-90b0-b1d7e5e131b6;2026-02-23 06:53:47.969+00;1;450000;6be06a42-edfa-43f6-b642-f4a5ad5aa578;67500;paid;7e506ac9-6c46-4fdf-b888-c972bad7350f
