created_at;details;escalation_type;id;portfolio_id;resolved_at;resolved_by;status
2026-03-22 07:00:07.973128+00;"{""amount"":10000000,""created_at"":""2026-03-16T00:00:00+00:00"",""hours_pending"":151,""portfolio_code"":""WIP2603163335""}";stale_approval;274a80c5-187a-45af-bca0-2379cb376e9a;d6b51bc8-c340-42e5-b3d9-c9ad48e7f7a9;;;open
2026-03-22 07:00:07.782848+00;"{""amount"":1000000,""created_at"":""2026-03-04T00:00:00+00:00"",""hours_pending"":439,""portfolio_code"":""WIP2603049746""}";stale_approval;9d2a3921-5699-44d7-ba68-dbf9cc84ba20;03dde3d5-c731-48e4-819d-cdf6f8314938;;;open
2026-03-22 07:00:07.602029+00;"{""amount"":7000000,""created_at"":""2026-03-13T00:00:00+00:00"",""hours_pending"":223,""portfolio_code"":""WIP2603134508""}";stale_approval;aacaa22f-7ba5-437a-ad08-1f1cf0496b3a;86da2438-728f-4298-b223-ffbbf6b06332;;;open
2026-03-22 07:00:07.417715+00;"{""amount"":5940000,""created_at"":""2026-03-10T00:00:00+00:00"",""hours_pending"":295,""portfolio_code"":""WIP2603109241""}";stale_approval;537948c8-6f54-4d10-a68d-0e6f441268d5;8cbdac2b-7371-4820-aad0-fbe604e5f972;;;open
2026-03-22 07:00:07.198823+00;"{""amount"":2500000,""created_at"":""2026-03-10T00:00:00+00:00"",""hours_pending"":295,""portfolio_code"":""WIP2603103160""}";stale_approval;fa70f4cb-d395-496d-b986-e933cae54b98;88ff3932-a523-48fe-91b6-5ef0d1a2528b;;;open
2026-03-22 07:00:07.024404+00;"{""amount"":5082000,""created_at"":""2026-03-10T00:00:00+00:00"",""hours_pending"":295,""portfolio_code"":""WIP2603104252""}";stale_approval;eedadb89-b6fd-42ab-897c-0a81ea4df9a1;15ed084a-94a1-4ae0-a9b7-6b5906df3882;;;open
2026-03-22 07:00:06.854437+00;"{""amount"":3000000,""created_at"":""2026-03-16T00:00:00+00:00"",""hours_pending"":151,""portfolio_code"":""WIP2603161838""}";stale_approval;dacb263b-95cd-44a0-aab4-a9d23cbc793d;c13bc4db-a74c-4e8d-aad7-5c26c1c55930;;;open
2026-03-22 07:00:06.511752+00;"{""amount"":25000000,""created_at"":""2026-03-15T00:00:00+00:00"",""hours_pending"":175,""portfolio_code"":""WIP2603159711""}";stale_approval;8af2ae66-6b59-42bd-b560-94bc13a0eacf;713e50e0-4aad-4e0b-b41f-68f189129fab;;;open
2026-03-22 07:00:06.2977+00;"{""amount"":32547000,""created_at"":""2026-02-28T00:00:00+00:00"",""hours_pending"":535,""portfolio_code"":""WIP2602283615""}";stale_approval;1bf19874-b693-4b17-942c-f6939b8c916f;e04657c9-fcf6-4a2f-90c5-ed24b89c49a4;;;open
2026-03-22 07:00:06.074889+00;"{""amount"":9360000,""created_at"":""2026-03-07T00:00:00+00:00"",""hours_pending"":367,""portfolio_code"":""WIP2603078058""}";stale_approval;cdacc29e-c5bb-4694-94d9-9891fcd74dcc;0e675339-4852-46aa-90a8-7c0c40d20b08;;;open
2026-03-22 07:00:05.919606+00;"{""amount"":35000000,""created_at"":""2026-03-19T00:00:00+00:00"",""hours_pending"":79,""portfolio_code"":""WIP2603194736""}";stale_approval;559b7270-e1f4-4e61-b883-16ec32bc8a6d;07289785-1f43-48a7-b470-df27246fb586;;;open
2026-03-22 07:00:05.745991+00;"{""amount"":5000000,""created_at"":""2026-03-02T00:00:00+00:00"",""hours_pending"":487,""portfolio_code"":""WIP2603026132""}";stale_approval;b5f22391-6296-486d-9427-bbdc3aefb13d;d30ac7d5-b7fa-46e2-9320-ffa87af01d88;;;open
2026-03-22 07:00:05.57852+00;"{""amount"":5320000,""created_at"":""2026-02-28T00:00:00+00:00"",""hours_pending"":535,""portfolio_code"":""WIP2602286220""}";stale_approval;96974189-fe7c-49f4-963b-1d4808c0e79a;0b2213a8-aa59-4843-97bd-ca5d9e2f6556;;;open
2026-03-22 07:00:05.413716+00;"{""amount"":2950000,""created_at"":""2025-03-06T00:00:00+00:00"",""hours_pending"":9151,""portfolio_code"":""WIP2503068696""}";stale_approval;cbe20423-7a75-425a-934e-2ffba4e3d3f8;a06de557-e7e3-4b19-b3bf-6b43ca744942;;;open
2026-03-22 07:00:05.244233+00;"{""amount"":1700000,""created_at"":""2025-03-27T00:00:00+00:00"",""hours_pending"":8647,""portfolio_code"":""WIP2503276813""}";stale_approval;937b4419-3b26-4cea-8734-c9c3fae81c53;adc5f82a-bb50-490d-aad5-53510dc6489e;;;open
2026-03-22 07:00:05.028595+00;"{""amount"":1000000,""created_at"":""2025-03-23T00:00:00+00:00"",""hours_pending"":8743,""portfolio_code"":""WIP2503231851""}";stale_approval;18c8d11a-b311-4924-aa84-70299794e89a;64947e32-af24-4d50-af62-b745f338bbc9;;;open
2026-03-22 07:00:04.855084+00;"{""amount"":9000000,""created_at"":""2025-03-06T00:00:00+00:00"",""hours_pending"":9151,""portfolio_code"":""WIP2503063318""}";stale_approval;81d9d962-7eaa-4e5d-bf21-6700def54949;d9a2a2e8-168c-4043-94ee-af4b8e9b7cd0;;;open
2026-03-22 07:00:04.682706+00;"{""amount"":2000000,""created_at"":""2025-03-27T00:00:00+00:00"",""hours_pending"":8647,""portfolio_code"":""WIP2503279377""}";stale_approval;629dc2ce-54b4-4306-94d2-a3a9cec43748;d3562df6-bd07-4619-bdc6-d276166ae3ef;;;open
2026-03-22 07:00:04.497629+00;"{""amount"":23500000,""created_at"":""2026-03-19T00:00:00+00:00"",""hours_pending"":79,""portfolio_code"":""WIP2603196819""}";stale_approval;a3e01403-697d-4ac9-94df-79f9ad7a5549;962c825a-1749-4a2b-92c2-40049d858b1c;;;open
2026-03-22 07:00:04.174418+00;"{""amount"":7000000,""created_at"":""2025-03-09T00:00:00+00:00"",""hours_pending"":9079,""portfolio_code"":""WIP2503098339""}";stale_approval;2d23e7aa-e8a9-4b69-b9dc-4ece465b3407;40a3e33d-a2bd-4ac2-859a-64618826d381;;;open
2026-03-22 07:00:03.516974+00;"{""amount"":12000000,""matured_at"":""2026-03-22T07:00:03.106Z"",""portfolio_code"":""WIP2503227260""}";maturity_expired;bca6c665-0d69-4f77-9a22-8139258509f9;ae1e281b-3fad-47c8-9488-eed84a7065be;2026-03-22 09:59:06.082+00;;auto_resolved
2026-03-21 07:00:05.243167+00;"{""amount"":31000000,""created_at"":""2026-03-19T00:00:00+00:00"",""hours_pending"":55,""portfolio_code"":""WIP2603195580""}";stale_approval;7b7c86f6-5cbf-45e4-b257-35604801fbe6;155ab5a2-6607-4481-9fd2-6be1129a1f37;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-21 07:00:04.228624+00;"{""amount"":35000000,""created_at"":""2026-03-19T00:00:00+00:00"",""hours_pending"":55,""portfolio_code"":""WIP2603194736""}";stale_approval;1cc0b67a-a1b3-4512-9124-5a2ce418156d;07289785-1f43-48a7-b470-df27246fb586;2026-03-21 15:29:55.824+00;;acknowledged
2026-03-21 07:00:03.447932+00;"{""amount"":23500000,""created_at"":""2026-03-19T00:00:00+00:00"",""hours_pending"":55,""portfolio_code"":""WIP2603196819""}";stale_approval;e69630e5-2839-4b6b-b3df-8753e278d0d0;962c825a-1749-4a2b-92c2-40049d858b1c;2026-03-21 15:29:55.824+00;;acknowledged
