schemaname,tablename,indexname,indexdef
public,operations_departments,operations_departments_pkey,CREATE UNIQUE INDEX operations_departments_pkey ON public.operations_departments USING btree (id)
public,operations_departments,operations_departments_user_id_department_key,"CREATE UNIQUE INDEX operations_departments_user_id_department_key ON public.operations_departments USING btree (user_id, department)"
public,opportunity_summaries,opportunity_summaries_pkey,CREATE UNIQUE INDEX opportunity_summaries_pkey ON public.opportunity_summaries USING btree (id)
public,otp_verifications,idx_otp_phone_expires,"CREATE INDEX idx_otp_phone_expires ON public.otp_verifications USING btree (phone, expires_at DESC)"
public,otp_verifications,idx_otp_verifications_phone,CREATE INDEX idx_otp_verifications_phone ON public.otp_verifications USING btree (phone)
public,otp_verifications,otp_verifications_phone_key,CREATE UNIQUE INDEX otp_verifications_phone_key ON public.otp_verifications USING btree (phone)
public,otp_verifications,otp_verifications_pkey,CREATE UNIQUE INDEX otp_verifications_pkey ON public.otp_verifications USING btree (id)
public,partner_escalations,partner_escalations_pkey,CREATE UNIQUE INDEX partner_escalations_pkey ON public.partner_escalations USING btree (id)
public,payment_tokens,payment_tokens_pkey,CREATE UNIQUE INDEX payment_tokens_pkey ON public.payment_tokens USING btree (id)
public,payout_codes,payout_codes_code_key,CREATE UNIQUE INDEX payout_codes_code_key ON public.payout_codes USING btree (code)
public,payout_codes,payout_codes_pkey,CREATE UNIQUE INDEX payout_codes_pkey ON public.payout_codes USING btree (id)
public,payroll_batches,payroll_batches_pkey,CREATE UNIQUE INDEX payroll_batches_pkey ON public.payroll_batches USING btree (id)
public,payroll_items,payroll_items_pkey,CREATE UNIQUE INDEX payroll_items_pkey ON public.payroll_items USING btree (id)
public,pending_wallet_operations,idx_pending_ops_created,CREATE INDEX idx_pending_ops_created ON public.pending_wallet_operations USING btree (created_at DESC)
public,pending_wallet_operations,idx_pending_ops_status,CREATE INDEX idx_pending_ops_status ON public.pending_wallet_operations USING btree (status)
public,pending_wallet_operations,idx_pending_ops_user_id,CREATE INDEX idx_pending_ops_user_id ON public.pending_wallet_operations USING btree (user_id)
public,pending_wallet_operations,idx_pending_wallet_ops_status,CREATE INDEX idx_pending_wallet_ops_status ON public.pending_wallet_operations USING btree (status)
public,pending_wallet_operations,pending_wallet_operations_pkey,CREATE UNIQUE INDEX pending_wallet_operations_pkey ON public.pending_wallet_operations USING btree (id)
public,platform_expense_transfers,platform_expense_transfers_pkey,CREATE UNIQUE INDEX platform_expense_transfers_pkey ON public.platform_expense_transfers USING btree (id)
public,platform_stats,idx_platform_stats_refresh,CREATE UNIQUE INDEX idx_platform_stats_refresh ON public.platform_stats USING btree (refreshed_at)
public,portfolio_renewals,portfolio_renewals_pkey,CREATE UNIQUE INDEX portfolio_renewals_pkey ON public.portfolio_renewals USING btree (id)
public,pre_registered_tids,idx_pre_registered_tids_status,CREATE INDEX idx_pre_registered_tids_status ON public.pre_registered_tids USING btree (status)
public,pre_registered_tids,idx_pre_registered_tids_tid,CREATE INDEX idx_pre_registered_tids_tid ON public.pre_registered_tids USING btree (transaction_id)
public,pre_registered_tids,pre_registered_tids_pkey,CREATE UNIQUE INDEX pre_registered_tids_pkey ON public.pre_registered_tids USING btree (id)
public,product_categories,product_categories_agent_id_name_key,"CREATE UNIQUE INDEX product_categories_agent_id_name_key ON public.product_categories USING btree (agent_id, name)"
public,product_categories,product_categories_pkey,CREATE UNIQUE INDEX product_categories_pkey ON public.product_categories USING btree (id)
public,product_images,idx_product_images_product_id,"CREATE INDEX idx_product_images_product_id ON public.product_images USING btree (product_id, display_order)"
public,product_images,product_images_pkey,CREATE UNIQUE INDEX product_images_pkey ON public.product_images USING btree (id)
public,product_orders,idx_product_orders_agent,"CREATE INDEX idx_product_orders_agent ON public.product_orders USING btree (agent_id, created_at DESC)"
public,product_orders,idx_product_orders_buyer,"CREATE INDEX idx_product_orders_buyer ON public.product_orders USING btree (buyer_id, created_at DESC)"
public,product_orders,product_orders_pkey,CREATE UNIQUE INDEX product_orders_pkey ON public.product_orders USING btree (id)
public,product_reviews,product_reviews_pkey,CREATE UNIQUE INDEX product_reviews_pkey ON public.product_reviews USING btree (id)
public,product_reviews,product_reviews_product_id_buyer_id_key,"CREATE UNIQUE INDEX product_reviews_product_id_buyer_id_key ON public.product_reviews USING btree (product_id, buyer_id)"
public,products,idx_products_agent_active,CREATE INDEX idx_products_agent_active ON public.products USING btree (agent_id) WHERE (active = true)
public,products,products_pkey,CREATE UNIQUE INDEX products_pkey ON public.products USING btree (id)
public,profiles,idx_profiles_city,CREATE INDEX idx_profiles_city ON public.profiles USING btree (city)
public,profiles,idx_profiles_country,CREATE INDEX idx_profiles_country ON public.profiles USING btree (country)
public,profiles,idx_profiles_created_at,CREATE INDEX idx_profiles_created_at ON public.profiles USING btree (created_at DESC)
public,profiles,idx_profiles_email,CREATE INDEX idx_profiles_email ON public.profiles USING btree (email)
public,profiles,idx_profiles_full_name_trgm,CREATE INDEX idx_profiles_full_name_trgm ON public.profiles USING gin (full_name gin_trgm_ops)
public,profiles,idx_profiles_last_active,CREATE INDEX idx_profiles_last_active ON public.profiles USING btree (last_active_at DESC)
public,profiles,idx_profiles_last_active_at,CREATE INDEX idx_profiles_last_active_at ON public.profiles USING btree (last_active_at DESC)
public,profiles,idx_profiles_phone,CREATE INDEX idx_profiles_phone ON public.profiles USING btree (phone)
public,profiles,idx_profiles_phone_last9,"CREATE INDEX idx_profiles_phone_last9 ON public.profiles USING btree (""right""(regexp_replace(phone, '\D'::text, ''::text, 'g'::text), 9))"
public,profiles,idx_profiles_phone_normalized,CREATE UNIQUE INDEX idx_profiles_phone_normalized ON public.profiles USING btree (normalize_phone_last9(phone)) WHERE (normalize_phone_last9(phone) IS NOT NULL)
public,profiles,idx_profiles_phone_trgm,CREATE INDEX idx_profiles_phone_trgm ON public.profiles USING gin (phone gin_trgm_ops)
public,profiles,idx_profiles_referrer_id,CREATE INDEX idx_profiles_referrer_id ON public.profiles USING btree (referrer_id) WHERE (referrer_id IS NOT NULL)
public,profiles,idx_profiles_wallet_id,CREATE UNIQUE INDEX idx_profiles_wallet_id ON public.profiles USING btree (wallet_id)
public,profiles,profiles_national_id_unique,CREATE UNIQUE INDEX profiles_national_id_unique ON public.profiles USING btree (national_id) WHERE ((national_id IS NOT NULL) AND (national_id <> ''::text))
public,profiles,profiles_pkey,CREATE UNIQUE INDEX profiles_pkey ON public.profiles USING btree (id)
public,promissory_notes,idx_promissory_notes_activation_token,CREATE INDEX idx_promissory_notes_activation_token ON public.promissory_notes USING btree (activation_token)
public,promissory_notes,idx_promissory_notes_agent_id,CREATE INDEX idx_promissory_notes_agent_id ON public.promissory_notes USING btree (agent_id)
public,promissory_notes,idx_promissory_notes_next_deduction,CREATE INDEX idx_promissory_notes_next_deduction ON public.promissory_notes USING btree (next_deduction_date) WHERE (status = 'activated'::text)
public,promissory_notes,idx_promissory_notes_partner_user_id,CREATE INDEX idx_promissory_notes_partner_user_id ON public.promissory_notes USING btree (partner_user_id)
public,promissory_notes,idx_promissory_notes_status,CREATE INDEX idx_promissory_notes_status ON public.promissory_notes USING btree (status)
public,promissory_notes,promissory_notes_pkey,CREATE UNIQUE INDEX promissory_notes_pkey ON public.promissory_notes USING btree (id)
public,property_viewings,idx_property_viewings_agent,CREATE INDEX idx_property_viewings_agent ON public.property_viewings USING btree (agent_id)
public,property_viewings,idx_property_viewings_house,CREATE INDEX idx_property_viewings_house ON public.property_viewings USING btree (house_listing_id)
public,property_viewings,idx_property_viewings_status,CREATE INDEX idx_property_viewings_status ON public.property_viewings USING btree (status)
public,property_viewings,idx_property_viewings_tenant,CREATE INDEX idx_property_viewings_tenant ON public.property_viewings USING btree (tenant_id)
public,property_viewings,property_viewings_pkey,CREATE UNIQUE INDEX property_viewings_pkey ON public.property_viewings USING btree (id)
public,proxy_agent_assignments,proxy_agent_assignments_agent_id_beneficiary_id_key,"CREATE UNIQUE INDEX proxy_agent_assignments_agent_id_beneficiary_id_key ON public.proxy_agent_assignments USING btree (agent_id, beneficiary_id)"
public,proxy_agent_assignments,proxy_agent_assignments_pkey,CREATE UNIQUE INDEX proxy_agent_assignments_pkey ON public.proxy_agent_assignments USING btree (id)
public,push_subscriptions,idx_push_subscriptions_user,CREATE INDEX idx_push_subscriptions_user ON public.push_subscriptions USING btree (user_id)
public,push_subscriptions,push_subscriptions_pkey,CREATE UNIQUE INDEX push_subscriptions_pkey ON public.push_subscriptions USING btree (id)
public,push_subscriptions,push_subscriptions_user_id_endpoint_key,"CREATE UNIQUE INDEX push_subscriptions_user_id_endpoint_key ON public.push_subscriptions USING btree (user_id, endpoint)"
public,push_subscriptions,push_subscriptions_user_id_unique,CREATE UNIQUE INDEX push_subscriptions_user_id_unique ON public.push_subscriptions USING btree (user_id)
public,receipt_numbers,idx_receipt_numbers_vendor,"CREATE INDEX idx_receipt_numbers_vendor ON public.receipt_numbers USING btree (vendor_id, status)"
public,receipt_numbers,receipt_numbers_pkey,CREATE UNIQUE INDEX receipt_numbers_pkey ON public.receipt_numbers USING btree (id)
public,receipt_numbers,receipt_numbers_receipt_code_key,CREATE UNIQUE INDEX receipt_numbers_receipt_code_key ON public.receipt_numbers USING btree (receipt_code)
public,referral_rewards,referral_rewards_pkey,CREATE UNIQUE INDEX referral_rewards_pkey ON public.referral_rewards USING btree (id)
public,referral_rewards,unique_user_reward_month,"CREATE UNIQUE INDEX unique_user_reward_month ON public.referral_rewards USING btree (user_id, reward_month)"
public,referrals,idx_referrals_referred,CREATE INDEX idx_referrals_referred ON public.referrals USING btree (referred_id)
public,referrals,idx_referrals_referrer,"CREATE INDEX idx_referrals_referrer ON public.referrals USING btree (referrer_id, created_at DESC)"
public,referrals,referrals_pkey,CREATE UNIQUE INDEX referrals_pkey ON public.referrals USING btree (id)
public,referrals,referrals_unique_pair,"CREATE UNIQUE INDEX referrals_unique_pair ON public.referrals USING btree (referrer_id, referred_id)"
public,rent_history_records,rent_history_records_pkey,CREATE UNIQUE INDEX rent_history_records_pkey ON public.rent_history_records USING btree (id)
public,rent_request_deletions,rent_request_deletions_pkey,CREATE UNIQUE INDEX rent_request_deletions_pkey ON public.rent_request_deletions USING btree (id)
public,rent_requests,idx_rent_requests_active,"CREATE INDEX idx_rent_requests_active ON public.rent_requests USING btree (created_at DESC) WHERE (status = ANY (ARRAY['pending'::text, 'approved'::text, 'funded'::text, 'disbursed'::text]))"
public,rent_requests,idx_rent_requests_agent_id,CREATE INDEX idx_rent_requests_agent_id ON public.rent_requests USING btree (agent_id)
public,rent_requests,idx_rent_requests_created_at,CREATE INDEX idx_rent_requests_created_at ON public.rent_requests USING btree (created_at DESC)
public,rent_requests,idx_rent_requests_status,CREATE INDEX idx_rent_requests_status ON public.rent_requests USING btree (status)
public,rent_requests,idx_rent_requests_status_pipeline,"CREATE INDEX idx_rent_requests_status_pipeline ON public.rent_requests USING btree (status) WHERE (status = ANY (ARRAY['pending'::text, 'tenant_ops_approved'::text, 'agent_verified'::text, 'landlord_ops_approved'::text, 'coo_approved'::text, 'funded'::text, 'disbursed'::text]))"
public,rent_requests,idx_rent_requests_tenant_id,CREATE INDEX idx_rent_requests_tenant_id ON public.rent_requests USING btree (tenant_id)
public,rent_requests,idx_rent_requests_tenant_status,"CREATE INDEX idx_rent_requests_tenant_status ON public.rent_requests USING btree (tenant_id, status)"
public,rent_requests,rent_requests_pkey,CREATE UNIQUE INDEX rent_requests_pkey ON public.rent_requests USING btree (id)
public,repayments,repayments_pkey,CREATE UNIQUE INDEX repayments_pkey ON public.repayments USING btree (id)
public,review_images,review_images_pkey,CREATE UNIQUE INDEX review_images_pkey ON public.review_images USING btree (id)
public,review_responses,review_responses_pkey,CREATE UNIQUE INDEX review_responses_pkey ON public.review_responses USING btree (id)
public,review_responses,unique_review_response,CREATE UNIQUE INDEX unique_review_response ON public.review_responses USING btree (review_id)
public,review_votes,idx_review_votes_review_id,CREATE INDEX idx_review_votes_review_id ON public.review_votes USING btree (review_id)
public,review_votes,idx_review_votes_user_id,CREATE INDEX idx_review_votes_user_id ON public.review_votes USING btree (user_id)
public,review_votes,review_votes_pkey,CREATE UNIQUE INDEX review_votes_pkey ON public.review_votes USING btree (id)
public,review_votes,review_votes_review_id_user_id_key,"CREATE UNIQUE INDEX review_votes_review_id_user_id_key ON public.review_votes USING btree (review_id, user_id)"
public,role_access_requests,role_access_requests_pkey,CREATE UNIQUE INDEX role_access_requests_pkey ON public.role_access_requests USING btree (id)
public,role_access_requests,role_access_requests_user_id_requested_role_status_key,"CREATE UNIQUE INDEX role_access_requests_user_id_requested_role_status_key ON public.role_access_requests USING btree (user_id, requested_role, status)"
public,saved_houses,idx_saved_houses_house,CREATE INDEX idx_saved_houses_house ON public.saved_houses USING btree (house_id)
public,saved_houses,idx_saved_houses_user,CREATE INDEX idx_saved_houses_user ON public.saved_houses USING btree (user_id)
public,saved_houses,saved_houses_pkey,CREATE UNIQUE INDEX saved_houses_pkey ON public.saved_houses USING btree (id)
public,saved_houses,saved_houses_user_id_house_id_key,"CREATE UNIQUE INDEX saved_houses_user_id_house_id_key ON public.saved_houses USING btree (user_id, house_id)"
public,scheduled_payouts,scheduled_payouts_pkey,CREATE UNIQUE INDEX scheduled_payouts_pkey ON public.scheduled_payouts USING btree (id)
public,service_centre_setups,service_centre_setups_pkey,CREATE UNIQUE INDEX service_centre_setups_pkey ON public.service_centre_setups USING btree (id)
public,settlement_reconciliation_ledger,idx_settlement_channel,CREATE INDEX idx_settlement_channel ON public.settlement_reconciliation_ledger USING btree (channel)
public,settlement_reconciliation_ledger,idx_settlement_period,CREATE INDEX idx_settlement_period ON public.settlement_reconciliation_ledger USING btree (period_date DESC)
public,settlement_reconciliation_ledger,idx_settlement_status,CREATE INDEX idx_settlement_status ON public.settlement_reconciliation_ledger USING btree (status)
public,settlement_reconciliation_ledger,settlement_reconciliation_ledger_pkey,CREATE UNIQUE INDEX settlement_reconciliation_ledger_pkey ON public.settlement_reconciliation_ledger USING btree (id)
public,shadow_audit_logs,idx_shadow_audit_logs_function_created,"CREATE INDEX idx_shadow_audit_logs_function_created ON public.shadow_audit_logs USING btree (function_name, created_at DESC)"
public,shadow_audit_logs,shadow_audit_logs_pkey,CREATE UNIQUE INDEX shadow_audit_logs_pkey ON public.shadow_audit_logs USING btree (id)
public,shadow_config,shadow_config_pkey,CREATE UNIQUE INDEX shadow_config_pkey ON public.shadow_config USING btree (id)
public,short_links,idx_short_links_user_params,"CREATE UNIQUE INDEX idx_short_links_user_params ON public.short_links USING btree (user_id, target_path, md5((target_params)::text))"
public,short_links,short_links_code_key,CREATE UNIQUE INDEX short_links_code_key ON public.short_links USING btree (code)
public,short_links,short_links_pkey,CREATE UNIQUE INDEX short_links_pkey ON public.short_links USING btree (id)
public,staff_access_passwords,staff_access_passwords_pkey,CREATE UNIQUE INDEX staff_access_passwords_pkey ON public.staff_access_passwords USING btree (id)
public,staff_access_passwords,staff_access_passwords_user_id_key,CREATE UNIQUE INDEX staff_access_passwords_user_id_key ON public.staff_access_passwords USING btree (user_id)
public,staff_permissions,staff_permissions_pkey,CREATE UNIQUE INDEX staff_permissions_pkey ON public.staff_permissions USING btree (id)
public,staff_permissions,staff_permissions_user_id_permitted_dashboard_key,"CREATE UNIQUE INDEX staff_permissions_user_id_permitted_dashboard_key ON public.staff_permissions USING btree (user_id, permitted_dashboard)"
public,staff_profiles,idx_staff_profiles_employee_id,CREATE INDEX idx_staff_profiles_employee_id ON public.staff_profiles USING btree (employee_id)
public,staff_profiles,idx_staff_profiles_user,CREATE INDEX idx_staff_profiles_user ON public.staff_profiles USING btree (user_id)
public,staff_profiles,staff_profiles_employee_id_key,CREATE UNIQUE INDEX staff_profiles_employee_id_key ON public.staff_profiles USING btree (employee_id)
public,staff_profiles,staff_profiles_pkey,CREATE UNIQUE INDEX staff_profiles_pkey ON public.staff_profiles USING btree (id)
public,staff_profiles,staff_profiles_user_id_key,CREATE UNIQUE INDEX staff_profiles_user_id_key ON public.staff_profiles USING btree (user_id)
public,subscription_charge_logs,idx_charge_logs_subscription,CREATE INDEX idx_charge_logs_subscription ON public.subscription_charge_logs USING btree (subscription_id)
public,subscription_charge_logs,idx_charge_logs_tenant,CREATE INDEX idx_charge_logs_tenant ON public.subscription_charge_logs USING btree (tenant_id)
public,subscription_charge_logs,subscription_charge_logs_pkey,CREATE UNIQUE INDEX subscription_charge_logs_pkey ON public.subscription_charge_logs USING btree (id)
public,subscription_charges,idx_subscription_charges_rent_request,CREATE INDEX idx_subscription_charges_rent_request ON public.subscription_charges USING btree (rent_request_id)
public,subscription_charges,idx_subscription_charges_status,"CREATE INDEX idx_subscription_charges_status ON public.subscription_charges USING btree (status, next_charge_date)"
public,subscription_charges,idx_subscription_charges_tenant,CREATE INDEX idx_subscription_charges_tenant ON public.subscription_charges USING btree (tenant_id)
public,subscription_charges,subscription_charges_pkey,CREATE UNIQUE INDEX subscription_charges_pkey ON public.subscription_charges USING btree (id)
public,supporter_agreement_acceptance,idx_supporter_agreement_accepted_at,CREATE INDEX idx_supporter_agreement_accepted_at ON public.supporter_agreement_acceptance USING btree (accepted_at DESC)
public,supporter_agreement_acceptance,idx_supporter_agreement_supporter_version,"CREATE INDEX idx_supporter_agreement_supporter_version ON public.supporter_agreement_acceptance USING btree (supporter_id, agreement_version)"
public,supporter_agreement_acceptance,supporter_agreement_acceptance_pkey,CREATE UNIQUE INDEX supporter_agreement_acceptance_pkey ON public.supporter_agreement_acceptance USING btree (id)
public,supporter_capital_ledger,idx_supporter_capital_created,CREATE INDEX idx_supporter_capital_created ON public.supporter_capital_ledger USING btree (created_at DESC)
public,supporter_capital_ledger,idx_supporter_capital_supporter,CREATE INDEX idx_supporter_capital_supporter ON public.supporter_capital_ledger USING btree (supporter_id)
public,supporter_capital_ledger,supporter_capital_ledger_pkey,CREATE UNIQUE INDEX supporter_capital_ledger_pkey ON public.supporter_capital_ledger USING btree (id)
public,supporter_invites,idx_supporter_invites_created_by,"CREATE INDEX idx_supporter_invites_created_by ON public.supporter_invites USING btree (created_by, status)"
public,supporter_invites,idx_supporter_invites_parent_agent,CREATE INDEX idx_supporter_invites_parent_agent ON public.supporter_invites USING btree (parent_agent_id) WHERE (parent_agent_id IS NOT NULL)
public,supporter_invites,idx_supporter_invites_phone,CREATE INDEX idx_supporter_invites_phone ON public.supporter_invites USING btree (phone)
public,supporter_invites,idx_supporter_invites_phone_normalized,CREATE UNIQUE INDEX idx_supporter_invites_phone_normalized ON public.supporter_invites USING btree (normalize_phone_last9(phone)) WHERE ((status = 'pending'::text) AND (normalize_phone_last9(phone) IS NOT NULL))
public,supporter_invites,supporter_invites_activation_token_key,CREATE UNIQUE INDEX supporter_invites_activation_token_key ON public.supporter_invites USING btree (activation_token)
public,supporter_invites,supporter_invites_pkey,CREATE UNIQUE INDEX supporter_invites_pkey ON public.supporter_invites USING btree (id)
public,supporter_referrals,idx_supporter_referrals_referrer,"CREATE INDEX idx_supporter_referrals_referrer ON public.supporter_referrals USING btree (referrer_id, created_at DESC)"
public,supporter_referrals,supporter_referrals_pkey,CREATE UNIQUE INDEX supporter_referrals_pkey ON public.supporter_referrals USING btree (id)
public,supporter_referrals,supporter_referrals_referred_id_key,CREATE UNIQUE INDEX supporter_referrals_referred_id_key ON public.supporter_referrals USING btree (referred_id)
public,supporter_roi_payments,idx_supporter_roi_status,"CREATE INDEX idx_supporter_roi_status ON public.supporter_roi_payments USING btree (status, due_date)"
public,supporter_roi_payments,idx_supporter_roi_supporter,CREATE INDEX idx_supporter_roi_supporter ON public.supporter_roi_payments USING btree (supporter_id)
public,supporter_roi_payments,idx_supporter_roi_unique,"CREATE UNIQUE INDEX idx_supporter_roi_unique ON public.supporter_roi_payments USING btree (rent_request_id, payment_number)"
public,supporter_roi_payments,supporter_roi_payments_pkey,CREATE UNIQUE INDEX supporter_roi_payments_pkey ON public.supporter_roi_payments USING btree (id)
public,suppressed_emails,idx_suppressed_emails_email,CREATE INDEX idx_suppressed_emails_email ON public.suppressed_emails USING btree (email)
public,suppressed_emails,suppressed_emails_email_key,CREATE UNIQUE INDEX suppressed_emails_email_key ON public.suppressed_emails USING btree (email)
public,suppressed_emails,suppressed_emails_pkey,CREATE UNIQUE INDEX suppressed_emails_pkey ON public.suppressed_emails USING btree (id)
public,suspense_ledger,idx_suspense_created,CREATE INDEX idx_suspense_created ON public.suspense_ledger USING btree (created_at DESC)
public,suspense_ledger,idx_suspense_status,CREATE INDEX idx_suspense_status ON public.suspense_ledger USING btree (status)
public,suspense_ledger,suspense_ledger_pkey,CREATE UNIQUE INDEX suspense_ledger_pkey ON public.suspense_ledger USING btree (id)
public,system_events,idx_system_events_created,CREATE INDEX idx_system_events_created ON public.system_events USING btree (created_at)
public,system_events,idx_system_events_created_at_event_type,"CREATE INDEX idx_system_events_created_at_event_type ON public.system_events USING btree (created_at, event_type)"
public,system_events,idx_system_events_processed,CREATE INDEX idx_system_events_processed ON public.system_events USING btree (processed) WHERE (processed = false)
public,system_events,idx_system_events_type,"CREATE INDEX idx_system_events_type ON public.system_events USING btree (event_type, created_at)"
public,system_events,idx_system_events_unprocessed,CREATE INDEX idx_system_events_unprocessed ON public.system_events USING btree (created_at) WHERE (processed = false)
public,system_events,idx_system_events_user,"CREATE INDEX idx_system_events_user ON public.system_events USING btree (user_id, created_at)"
public,system_events,system_events_pkey,CREATE UNIQUE INDEX system_events_pkey ON public.system_events USING btree (id)
public,tenant_agreement_acceptance,idx_tenant_agreement_tenant_id,CREATE INDEX idx_tenant_agreement_tenant_id ON public.tenant_agreement_acceptance USING btree (tenant_id)
public,tenant_agreement_acceptance,idx_tenant_agreement_version,CREATE INDEX idx_tenant_agreement_version ON public.tenant_agreement_acceptance USING btree (agreement_version)
public,tenant_agreement_acceptance,tenant_agreement_acceptance_pkey,CREATE UNIQUE INDEX tenant_agreement_acceptance_pkey ON public.tenant_agreement_acceptance USING btree (id)
public,tenant_merchant_payments,tenant_merchant_payments_pkey,CREATE UNIQUE INDEX tenant_merchant_payments_pkey ON public.tenant_merchant_payments USING btree (id)
public,tenant_ratings,tenant_ratings_pkey,CREATE UNIQUE INDEX tenant_ratings_pkey ON public.tenant_ratings USING btree (id)
public,tenant_ratings,tenant_ratings_tenant_id_landlord_id_key,"CREATE UNIQUE INDEX tenant_ratings_tenant_id_landlord_id_key ON public.tenant_ratings USING btree (tenant_id, landlord_id)"
public,tenant_replacements,tenant_replacements_pkey,CREATE UNIQUE INDEX tenant_replacements_pkey ON public.tenant_replacements USING btree (id)
public,tenant_transfers,tenant_transfers_pkey,CREATE UNIQUE INDEX tenant_transfers_pkey ON public.tenant_transfers USING btree (id)
public,transaction_approvals,transaction_approvals_pkey,CREATE UNIQUE INDEX transaction_approvals_pkey ON public.transaction_approvals USING btree (approval_id)
public,treasury_controls,treasury_controls_control_key_key,CREATE UNIQUE INDEX treasury_controls_control_key_key ON public.treasury_controls USING btree (control_key)
public,treasury_controls,treasury_controls_pkey,CREATE UNIQUE INDEX treasury_controls_pkey ON public.treasury_controls USING btree (id)
public,user_activity_log,idx_user_activity_log_created_at,CREATE INDEX idx_user_activity_log_created_at ON public.user_activity_log USING btree (created_at DESC)
public,user_activity_log,idx_user_activity_log_type,CREATE INDEX idx_user_activity_log_type ON public.user_activity_log USING btree (activity_type)
public,user_activity_log,idx_user_activity_log_user_id,CREATE INDEX idx_user_activity_log_user_id ON public.user_activity_log USING btree (user_id)
public,user_activity_log,user_activity_log_pkey,CREATE UNIQUE INDEX user_activity_log_pkey ON public.user_activity_log USING btree (id)
public,user_financial_summaries,idx_ufs_ai_id,CREATE UNIQUE INDEX idx_ufs_ai_id ON public.user_financial_summaries USING btree (ai_id)
public,user_financial_summaries,idx_ufs_user_id,CREATE UNIQUE INDEX idx_ufs_user_id ON public.user_financial_summaries USING btree (user_id)
public,user_loan_repayments,user_loan_repayments_pkey,CREATE UNIQUE INDEX user_loan_repayments_pkey ON public.user_loan_repayments USING btree (id)
public,user_loans,user_loans_pkey,CREATE UNIQUE INDEX user_loans_pkey ON public.user_loans USING btree (id)
public,user_locations,idx_user_locations_captured_at,CREATE INDEX idx_user_locations_captured_at ON public.user_locations USING btree (captured_at DESC)
public,user_locations,idx_user_locations_user_id,CREATE INDEX idx_user_locations_user_id ON public.user_locations USING btree (user_id)
public,user_locations,user_locations_pkey,CREATE UNIQUE INDEX user_locations_pkey ON public.user_locations USING btree (id)
public,user_receipts,idx_user_receipts_user,"CREATE INDEX idx_user_receipts_user ON public.user_receipts USING btree (user_id, created_at DESC)"
public,user_receipts,user_receipts_pkey,CREATE UNIQUE INDEX user_receipts_pkey ON public.user_receipts USING btree (id)
public,user_receipts,user_receipts_receipt_number_id_unique,CREATE UNIQUE INDEX user_receipts_receipt_number_id_unique ON public.user_receipts USING btree (receipt_number_id)
public,user_reviews,idx_user_reviews_reviewed_user,CREATE INDEX idx_user_reviews_reviewed_user ON public.user_reviews USING btree (reviewed_user_id)
public,user_reviews,idx_user_reviews_reviewer,CREATE INDEX idx_user_reviews_reviewer ON public.user_reviews USING btree (reviewer_id)
public,user_reviews,user_reviews_pkey,CREATE UNIQUE INDEX user_reviews_pkey ON public.user_reviews USING btree (id)
public,user_reviews,user_reviews_reviewer_id_reviewed_user_id_key,"CREATE UNIQUE INDEX user_reviews_reviewer_id_reviewed_user_id_key ON public.user_reviews USING btree (reviewer_id, reviewed_user_id)"
public,user_risk_scores,idx_risk_scores_level,CREATE INDEX idx_risk_scores_level ON public.user_risk_scores USING btree (risk_level)
public,user_risk_scores,idx_risk_scores_score,CREATE INDEX idx_risk_scores_score ON public.user_risk_scores USING btree (risk_score DESC)
public,user_risk_scores,user_risk_scores_pkey,CREATE UNIQUE INDEX user_risk_scores_pkey ON public.user_risk_scores USING btree (id)
public,user_risk_scores,user_risk_scores_user_id_key,CREATE UNIQUE INDEX user_risk_scores_user_id_key ON public.user_risk_scores USING btree (user_id)
public,user_roles,idx_user_roles_enabled,"CREATE INDEX idx_user_roles_enabled ON public.user_roles USING btree (user_id, enabled) WHERE (enabled = true)"
public,user_roles,idx_user_roles_user_id,CREATE INDEX idx_user_roles_user_id ON public.user_roles USING btree (user_id)
public,user_roles,idx_user_roles_user_role_enabled,"CREATE INDEX idx_user_roles_user_role_enabled ON public.user_roles USING btree (user_id, role) WHERE (enabled = true)"
public,user_roles,user_roles_pkey,CREATE UNIQUE INDEX user_roles_pkey ON public.user_roles USING btree (id)
public,user_roles,user_roles_user_id_role_key,"CREATE UNIQUE INDEX user_roles_user_id_role_key ON public.user_roles USING btree (user_id, role)"
public,vendors,vendors_pkey,CREATE UNIQUE INDEX vendors_pkey ON public.vendors USING btree (id)
public,voided_ledger_entries,idx_voided_ledger_entries_voided_at,CREATE INDEX idx_voided_ledger_entries_voided_at ON public.voided_ledger_entries USING btree (voided_at DESC)
public,voided_ledger_entries,voided_ledger_entries_pkey,CREATE UNIQUE INDEX voided_ledger_entries_pkey ON public.voided_ledger_entries USING btree (id)
public,wallet_deductions,wallet_deductions_pkey,CREATE UNIQUE INDEX wallet_deductions_pkey ON public.wallet_deductions USING btree (id)
public,wallet_deposits,wallet_deposits_pkey,CREATE UNIQUE INDEX wallet_deposits_pkey ON public.wallet_deposits USING btree (id)
public,wallet_transactions,idx_wallet_transactions_created_at,CREATE INDEX idx_wallet_transactions_created_at ON public.wallet_transactions USING btree (created_at DESC)
public,wallet_transactions,idx_wallet_transactions_recipient_created,"CREATE INDEX idx_wallet_transactions_recipient_created ON public.wallet_transactions USING btree (recipient_id, created_at DESC)"
public,wallet_transactions,idx_wallet_transactions_recipient_id,CREATE INDEX idx_wallet_transactions_recipient_id ON public.wallet_transactions USING btree (recipient_id)
