id,name,location,phone,created_by,created_at,active,pin,pin_hash
6b11df8a-2a4c-42e0-b33e-a4c2ddf5b2a3,WELILE,Kabale,0783673998,229a1eab-2d16-460f-a5b6-9695c127b79e,2026-01-05 05:53:17.401411+00,t,,
