id,batch_month,status,total_amount,total_employees,processed_count,created_by,processed_at,created_at,updated_at,period_start,period_end,prepared_by,approved_by,employee_count,notes,submitted_at,approved_at
1e44eaeb-1a96-4353-8e72-5d272a99075e,2026-03,draft,0,0,0,cf561688-b3a2-4f62-b9c1-67ee7b36ff2b,,2026-03-23 10:47:14.212757+00,2026-03-23 10:47:14.212757+00,,,,,0,,,
