id,agent_id,tenant_id,token_code,amount,expires_at,used,used_at,visit_id,created_at
e6155b22-89e6-4b59-9907-1236999018ee,99890a2e-b842-4d44-8516-e2eafe0711ff,88ffe7c8-7d69-4007-8eb7-1d01fc6dc69b,754870,2550,2026-03-10 09:10:36.522+00,t,2026-03-10 08:41:45.719069+00,,2026-03-10 08:40:37.10543+00
