id,total_pool_ugx,total_shares,price_per_share,pool_equity_percent,updated_at,updated_by
f1a18bea-01da-4f9b-bdab-895b9fb1ddc3,500000000,25000,20000,8.00,2026-04-02 11:12:49.66288+00,
