id,name,description,head_user_id,is_active,created_at,updated_at
0d1c70c1-da9f-45d7-8370-3500966b6b12,Engineering,for IT related stuff,,t,2026-04-06 09:40:47.128128+00,2026-04-06 09:40:47.128128+00
