id,agent_id,principal,outstanding_balance,daily_rate,cycle_days,issued_at,expires_at,status,issued_by,created_at,updated_at,registration_fee,access_fee,access_fee_collected,access_fee_status,monthly_rate
5e1a0ab5-3769-412e-8045-20d597431ae6,99890a2e-b842-4d44-8516-e2eafe0711ff,1500000,1552149,0.33,30,2026-04-08 09:04:20.766336+00,2026-05-08 09:04:20.077+00,active,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,2026-04-08 09:04:20.766336+00,2026-04-15 04:00:03.222987+00,20000,495000,109880,partial,0.33
2b36e1e4-e474-4023-9f98-c5028b4b271c,99890a2e-b842-4d44-8516-e2eafe0711ff,1500000,1553208,0.33,30,2026-04-08 09:08:03.205568+00,2026-05-08 09:08:02.883+00,active,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,2026-04-08 09:08:03.205568+00,2026-04-15 04:00:03.352719+00,20000,495000,109618,partial,0.33
647e7d67-11e8-4d19-864c-ca2199b68a8b,e4f07815-7991-422f-946f-7f351b38e954,750000,741163,0.33,30,2026-04-14 13:01:26.687335+00,2026-05-14 13:01:26.113+00,active,cb798acb-68bc-4b4e-a414-a3d374e030b6,2026-04-14 13:01:26.687335+00,2026-04-15 04:00:03.488219+00,20000,247500,63602,partial,0.33
