account_id,group_id,account_code,owner_type,owner_id,currency,allow_negative,created_at
cf62fdf6-bc43-4d29-987f-b14e2b3e4c4e,29391f3b-671f-4dac-ad22-31e6b31960a8,SUPPORTER_WALLET,supporter,,UGX,f,2026-02-23 04:49:50.53687+00
26cfb602-2d0a-4450-bebd-850e5a139faa,29391f3b-671f-4dac-ad22-31e6b31960a8,TENANT_WALLET,tenant,,UGX,f,2026-02-23 04:49:50.53687+00
f9344b04-adbc-470e-859c-870e0b4fb55e,29391f3b-671f-4dac-ad22-31e6b31960a8,AGENT_WALLET,agent,,UGX,f,2026-02-23 04:49:50.53687+00
e6c6b232-c027-4d40-8f3e-98edee1b5ff6,ca445a56-7ff1-4e42-9d80-b59e7d9925c9,TENANT_RENT_OBLIGATION,tenant,,UGX,t,2026-02-23 04:49:50.53687+00
8126a214-547d-4909-8a16-e23cc8a06dbf,ca445a56-7ff1-4e42-9d80-b59e7d9925c9,SUPPORTER_COMMITMENT,supporter,,UGX,t,2026-02-23 04:49:50.53687+00
6b80e471-a592-4827-a33b-f0d9a6aaeccb,d869cf5d-f900-4b07-8d23-daa5e84e3dc0,BUFFER_ACCOUNT,system,,UGX,f,2026-02-23 04:49:50.53687+00
43ffa81f-aca7-4013-af4a-f476c0cee157,d869cf5d-f900-4b07-8d23-daa5e84e3dc0,RENT_CONTROL_ACCOUNT,system,,UGX,f,2026-02-23 04:49:50.53687+00
6bc4f73f-3f40-44c2-a0d0-fbaa048a7542,5df4476e-0007-4ce4-aff3-3c417d389118,DEFERRED_REVENUE,system,,UGX,f,2026-02-23 04:49:50.53687+00
a7a05487-4eea-469d-a694-9a2c28985f9b,5df4476e-0007-4ce4-aff3-3c417d389118,RECOGNIZED_REVENUE,system,,UGX,f,2026-02-23 04:49:50.53687+00
