id,reviewer_id,reviewed_user_id,rating,review_text,reviewer_role,created_at,updated_at
405057e6-dc88-4320-b274-9a0fd3f853c1,c7ed6ee1-fe21-4215-92e5-a6e6a9c14cf2,7d6167d6-ad77-4d86-80ab-c7fc26c5384e,5,,agent,2026-02-11 21:34:56.59116+00,2026-02-11 21:35:06.984176+00
b822edc9-8728-4cf5-8d1a-e0bdc0a3499a,c7ed6ee1-fe21-4215-92e5-a6e6a9c14cf2,01d76d22-ae9b-497d-b822-2d6d04085895,5,,agent,2026-02-11 21:35:35.828663+00,2026-02-11 21:35:39.415324+00
